invoice_no,vendor_id,issue_date,currency,subtotal,vat_amount,total_amount,cost_center,approved_by_id,payment_iban
INV-2026-006344,V00940,2025-07-29,SAR,365527.99,54829.2,420357.19,المالية,1490821954,SA1119356522913513216440
INV-2026-006345,V00869,2025-12-03,SAR,759160.57,113874.09,873034.66,المشتريات,1131830331,SA9032629653110056977978
INV-2026-006346,V00815,2025-06-10,SAR,664814.34,99722.15,764536.49,الخدمات المساندة,1973203357,SA3952973878074556093725
INV-2026-006347,V00912,2025-11-07,SAR,497082.59,74562.39,571644.98,التدقيق الداخلي,1910246717,SA8635734252630875264033
INV-2026-006348,V01173,2025-12-10,SAR,320189.28,48028.39,368217.67,الخدمات المساندة,1760493971,SA2359137050816796817083
INV-2026-006349,V00845,2025-09-23,SAR,76344.82,11451.72,87796.54,إدارة المخاطر,1168787826,SA6419926217285337535673
INV-2026-006350,V01486,2026-05-30,SAR,210278.93,31541.84,241820.77,تقنية المعلومات,1029704226,SA8451277060090426900249
INV-2026-006351,V01428,2026-06-19,SAR,295544.75,44331.71,339876.46,إدارة المخاطر,1163571597,SA6952460299545934080685
INV-2026-006352,V00104,2025-11-11,SAR,701151.33,105172.7,806324.03,إدارة المخاطر,1104082589,SA2943899211374813616319
INV-2026-006353,V00297,2025-05-10,SAR,901071.83,135160.77,1036232.6,إدارة المخاطر,1938540158,SA1990029430280501757090
INV-2026-006354,V00445,2025-07-20,SAR,613688.5,92053.27,705741.77,المالية,1150732152,SA5376471075433873541682
INV-2026-006355,V00377,2025-11-29,SAR,650885.44,97632.82,748518.26,الخدمات المساندة,1492845001,SA5601106458431423504931
INV-2026-006356,V01271,2026-06-01,SAR,191720.88,28758.13,220479.01,الموارد البشرية,1756471148,SA7008223308315823272843
INV-2026-006357,V00899,2025-04-20,SAR,268216.47,40232.47,308448.94,تقنية المعلومات,1787484250,SA9132618015466542170620
INV-2026-006358,V01016,2025-01-11,SAR,884411.29,132661.69,1017072.98,إدارة المعرفة,1310540149,SA8281888344943044705118
INV-2026-006359,V01149,2025-07-06,SAR,948079.99,142212.0,1090291.99,التخطيط والتطوير,1331152247,SA1279817098774385943533
INV-2026-006360,V01235,2025-01-24,SAR,454438.75,68165.81,522604.56,التشغيل,1872199375,SA2758521836221784985744
INV-2026-006361,V01189,2025-05-10,SAR,512807.25,76921.09,589728.34,التشغيل,1338102484,SA8397119132343853613966
INV-2026-006362,V00689,2025-12-29,SAR,419184.41,62877.66,482062.07,إدارة المخاطر,1366108221,SA3966445122110732368156
INV-2026-006363,V00413,2025-08-19,SAR,402036.13,60305.42,462341.55,الشؤون القانونية,1235812110,SA9049787826763210744128
INV-2026-006364,V00550,2025-11-06,SAR,610233.68,91535.05,701768.73,المالية,1735231977,SA5983425326099325978767
INV-2026-006365,V00287,2025-08-06,SAR,48646.15,7296.92,55943.07,التشغيل,1298794205,SA9692336963536205971593
INV-2026-006366,V01499,2025-11-15,SAR,925349.21,138802.38,1064151.59,إدارة المعرفة,1158369726,SA8206377965791041030375
INV-2026-006367,V00755,2025-06-30,SAR,67364.13,10104.62,77468.75,إدارة المعرفة,1974615823,SA7288010106228813013896
INV-2026-006368,V00824,2025-11-03,SAR,733827.86,110074.18,843902.04,المالية,1126383106,SA7952201379690925258849
INV-2026-006369,V01080,2025-09-17,SAR,451521.46,67728.22,519249.68,,1439806983,SA5948767172586881801681
INV-2026-006370,V01055,2025-09-02,SAR,769615.32,115442.3,885057.62,ضبط الجودة,1900372325,SA4135744053755542745848
INV-2026-006371,V00985,2025-10-21,SAR,284175.12,42626.27,326801.39,ضبط الجودة,1080247396,SA2741517102983995551667
INV-2026-006372,V00025,2025-07-10,SAR,220389.82,33058.47,253448.29,الخدمات المساندة,1111728141,SA8962704130014115616525
INV-2026-006373,V00329,2025-10-26,SAR,24751.12,3712.67,28463.79,تقنية المعلومات,1419643778,SA6724327621295922769361
INV-2026-006374,V00230,2025-04-07,SAR,46502.76,6975.41,53478.17,تقنية المعلومات,1979069505,SA7031740582472324336444
INV-2026-006375,V00521,2025-04-15,SAR,29780.57,4467.09,34247.66,الخدمات المساندة,1733615106,SA7592658100474699882992
INV-2026-006376,V01306,2025-11-28,SAR,917708.17,137656.23,1055364.4,الخدمات المساندة,1049404518,SA6982274904594019908718
INV-2026-006377,V00712,2026-01-05,SAR,254528.64,38179.3,292707.94,,1220998239,SA8779425910482465028189
INV-2026-006378,V00711,2025-11-26,SAR,811372.31,121705.85,933078.16,ضبط الجودة,1928319092,SA4283099006936490516953
INV-2026-006379,V00015,2026-02-21,SAR,618812.21,92821.83,711634.04,التشغيل,1551564170,SA7022297778106826740478
INV-2026-006380,V01452,2025-03-16,SAR,51100.64,7665.1,58765.74,إدارة المخاطر,1109305902,SA5591824012046596172435
INV-2026-006381,V00442,2025-12-02,SAR,453928.5,68089.27,522017.77,ضبط الجودة,1379869421,SA8099141461162338536339
INV-2026-006382,V00689,2026-04-02,SAR,243434.94,36515.24,279950.18,الموارد البشرية,1171174236,SA1715385143127179214494
INV-2026-006383,V00390,2025-07-24,SAR,241131.08,36169.66,277300.74,الخدمات المساندة,1457083994,SA6254418665018579503976
INV-2026-006384,V00977,2025-01-08,SAR,66533.4,9980.01,76513.41,الشؤون القانونية,1900468446,SA5098147566505699097789
INV-2026-006385,V00788,2025-11-12,SAR,875726.91,131359.04,1007085.95,إدارة المخاطر,1404305219,SA2293484935356273513535
INV-2026-006386,V00102,2026-01-09,SAR,101487.65,15223.15,116710.8,التدقيق الداخلي,1234453965,SA7824166565216459594963
INV-2026-006387,V01007,2025-12-05,SAR,776066.16,116409.92,892476.08,التشغيل,1974489229,SA6119516320975163502135
INV-2026-006388,V00915,2026-05-15,SAR,179580.76,26937.11,206517.87,تقنية المعلومات,1543405862,SA8782240145621446878779
INV-2026-006389,V00063,2025-05-12,SAR,183930.23,27589.53,211519.76,المشتريات,1892104736,SA9411866299833873291045
INV-2026-006390,V01146,2026-03-11,SAR,384650.57,57697.59,442348.16,التشغيل,1154874893,SA5935299012113785817592
INV-2026-006391,V00287,2026-02-19,SAR,701923.74,105288.56,807212.3,الشؤون القانونية,1646772762,SA7103172278804632424967
INV-2026-006392,V01060,2025-02-09,SAR,225881.55,33882.23,259763.78,الموارد البشرية,1245438245,SA6292880708397324665265
INV-2026-006393,V00302,2026-05-28,SAR,170582.69,25587.4,196170.09,الخدمات المساندة,1804655197,SA4818573801839062375136
INV-2026-006394,V00715,2026-03-25,SAR,738563.34,110784.5,849347.84,التخطيط والتطوير,1496094671,SA0317262413899841797734
INV-2026-006395,V01210,2025-01-09,SAR,171765.97,25764.9,197530.87,التشغيل,1237316730,SA2954743663641310405316
INV-2026-006396,V00524,2025-08-30,SAR,489261.12,73389.17,562650.29,التشغيل,1194405104,SA3467608339783337552610
INV-2026-006397,V00122,2025-06-09,SAR,87931.98,13189.8,101121.78,الخدمات المساندة,1429732041,SA0559007791557312827384
INV-2026-006398,V00929,2026-06-14,SAR,289359.15,43403.87,332763.02,ضبط الجودة,1976524189,SA5629622329112297251306
INV-2026-006399,V00533,2025-03-05,SAR,665042.71,99756.41,764799.12,المالية,1133551596,SA3919568564899514068460
INV-2026-006400,V00873,2025-04-07,SAR,245550.88,36832.63,282383.51,الاتصال المؤسسي,1084642204,SA1549461755911712631137
INV-2026-006401,V01284,2025-04-17,SAR,501729.07,75259.36,576988.43,ضبط الجودة,1572691952,SA1307847156957487782273
INV-2026-006402,V00948,2025-03-15,SAR,240439.84,36065.98,276505.82,التشغيل,1909859363,SA2949330405077814543500
INV-2026-006403,V00243,2025-05-13,SAR,352162.6,52824.39,404986.99,المشتريات,1366261657,SA7532304750528440300060
INV-2026-006404,V00273,2025-06-26,SAR,202965.3,30444.79,233410.09,التخطيط والتطوير,1172554378,SA5121078533166828351192
INV-2026-006405,V00280,2026-01-13,SAR,413918.6,62087.79,476006.39,إدارة المخاطر,1751628700,SA7976030268931932390682
INV-2026-006406,V00552,2026-04-06,SAR,97410.35,14611.55,112021.9,المشتريات,1355449735,SA6140891035267770704562
INV-2026-006407,V01346,2025-07-26,SAR,698455.42,104768.31,698455.42,المشتريات,1858516980,SA1168254356457964974614
INV-2026-006408,V01240,2025-03-21,SAR,268037.03,40205.55,308242.58,الخدمات المساندة,1960496840,SA6978682051343240885588
INV-2026-006409,V00180,2025-02-26,SAR,670851.63,100627.74,771479.37,الاتصال المؤسسي,1659195620,SA0780758077836615713978
INV-2026-006410,V00489,2026-04-10,SAR,577171.73,86575.76,663747.49,التشغيل,1713902094,SA8090544063827704148192
INV-2026-006411,V01197,2025-01-22,SAR,59270.66,8890.6,68161.26,الخدمات المساندة,1858142563,SA7601272340078676879391
INV-2026-006412,V01311,2025-05-20,SAR,596256.64,89438.5,685695.14,الموارد البشرية,1539024784,SA3301909407998117305059
INV-2026-006413,V00225,2025-03-06,SAR,471212.46,70681.87,541894.33,الاتصال المؤسسي,1425962451,SA7832394101745735178621
INV-2026-006414,V00342,2026-05-24,SAR,819683.05,122952.46,942635.51,الموارد البشرية,1627340589,SA4332011875946596608277
INV-2026-006415,V00725,2026-04-14,SAR,782008.82,117301.32,899310.14,الاتصال المؤسسي,1183243656,SA0817559337032361036184
INV-2026-006416,V00302,2025-10-05,SAR,549132.72,82369.91,631502.63,المشتريات,1995507819,SA9042003092795073611665
INV-2026-006417,V00305,2025-10-08,SAR,763971.02,114595.65,878566.67,التشغيل,1686582279,SA6047350760460562066329
INV-2026-006418,V00293,2026-06-19,SAR,414601.73,62190.26,476791.99,ضبط الجودة,1707420749,SA6947295280757410495794
INV-2026-006419,V01192,2025-08-19,SAR,837921.77,125688.27,963610.04,التدقيق الداخلي,1335175541,SA9752501354034100775854
INV-2026-006420,V00485,2025-09-23,SAR,644769.12,96715.37,741484.49,الخدمات المساندة,1336356504,SA0574708593327669379180
INV-2026-006421,V00940,2026-03-27,SAR,538659.19,80798.88,619458.07,التدقيق الداخلي,1990814392,SA3504441988966119480063
INV-2026-006422,V00074,2025-08-25,SAR,649412.3,97411.85,746824.15,ضبط الجودة,1368222731,SA8373281596750556666511
INV-2026-006423,V00654,2026-03-07,SAR,569048.77,85357.32,654406.09,تقنية المعلومات,1069969408,SA8372271345433438216615
INV-2026-006424,V00768,2025-01-02,SAR,933287.04,139993.06,1073280.1,إدارة المعرفة,1529512400,SA9762884113476537805711
INV-2026-006425,V00401,2025-12-14,SAR,556702.37,83505.36,640207.73,التشغيل,1477692303,SA3188200847960713239301
INV-2026-006426,V00252,2025-09-02,SAR,307622.91,46143.44,353766.35,الاتصال المؤسسي,1477229346,SA3350328646341887777191
INV-2026-006427,V01308,2025-11-21,SAR,344584.76,51687.71,396272.47,المشتريات,1539645463,SA8405364016941567507107
INV-2026-006428,V00079,2026-05-12,SAR,22244.65,3336.7,25581.35,تقنية المعلومات,1047262850,SA9342152767179308490889
INV-2026-006429,V00712,2026-04-25,SAR,590862.55,88629.38,679491.93,الاتصال المؤسسي,1737807022,SA5745959316838074811781
INV-2026-006430,V01428,2025-03-14,SAR,447698.86,67154.83,514853.69,إدارة المعرفة,1057920785,SA9815136163900360101377
INV-2026-006431,V01166,2025-03-27,SAR,429174.22,64376.13,493550.35,المشتريات,1373526175,SA1105416384849291151001
INV-2026-006432,V00102,2025-01-10,SAR,915828.47,137374.27,1053202.74,الخدمات المساندة,1604587665,SA9169783684078838608698
INV-2026-006433,V00768,2025-03-13,SAR,363092.71,54463.91,417556.62,إدارة المعرفة,1319981716,SA0379769472501672800260
INV-2026-006434,V01389,2025-05-27,SAR,437741.09,65661.16,503402.25,الشؤون القانونية,1348945815,SA0415131314753013708601
INV-2026-006435,V00399,2025-01-08,SAR,26116.04,3917.41,30033.45,التدقيق الداخلي,1601879818,SA1258802845849955107803
INV-2026-006436,V00688,2025-10-01,SAR,784369.01,117655.35,902024.36,الشؤون القانونية,1100645140,SA6845164190810665521560
INV-2026-006437,V00123,2026-04-27,SAR,697433.55,104615.03,802048.58,إدارة المعرفة,1151244520,SA5409630386015914157399
INV-2026-006438,V00244,2025-10-20,SAR,163203.57,24480.54,187684.11,التدقيق الداخلي,1719817577,SA6555686727701712988085
INV-2026-006439,V00177,2026-02-01,SAR,155524.5,23328.67,178853.17,التخطيط والتطوير,1298220938,SA0934711906052226473457
INV-2026-006440,V00931,2025-06-17,SAR,481851.87,72277.78,554129.65,إدارة المخاطر,1957677568,SA9206201154366465344828
INV-2026-006441,V00553,2025-04-10,SAR,767909.47,115186.42,883095.89,الشؤون القانونية,1540540067,SA9732979144166190072364
INV-2026-006442,V00357,2025-11-01,SAR,485348.73,72802.31,558151.04,الشؤون القانونية,1638716256,SA9571789143219324951705
INV-2026-006443,V01382,2025-08-12,SAR,473929.91,71089.49,545019.4,الخدمات المساندة,1579007194,SA0451138964360959504038
INV-2026-006444,V01460,2025-09-02,SAR,426407.36,63961.1,490368.46,المشتريات,1585767906,SA2839366062567685711176
INV-2026-006445,V01226,2025-06-06,SAR,589038.55,88355.78,677394.33,الشؤون القانونية,1839169792,SA3455423902658101950905
INV-2026-006446,V00007,2025-07-19,SAR,512377.73,76856.66,589234.39,إدارة المخاطر,1518494008,SA4084021734976674389800
INV-2026-006447,V00854,2025-11-10,SAR,351995.78,52799.37,404795.15,إدارة المخاطر,1674265267,SA2842044028683844999968
INV-2026-006448,V01097,2026-03-02,SAR,58274.36,8741.15,67015.51,الموارد البشرية,1777767094,SA0601075890421210814436
INV-2026-006449,V00702,2025-09-02,SAR,44905.22,6735.78,44905.22,تقنية المعلومات,1794722551,SA4544119209097357366061
INV-2026-006450,V00137,2025-08-23,SAR,812047.21,121807.08,933854.29,الشؤون القانونية,1509988091,SA2182660769967577144005
INV-2026-006451,V00865,2025-01-04,SAR,898778.52,134816.78,1033595.3,الخدمات المساندة,1937957890,SA6833820178846305932884
INV-2026-006452,V00503,2025-01-28,SAR,61545.34,9231.8,70777.14,المشتريات,1489849982,SA2197328345527643115552
INV-2026-006453,V00055,2025-03-12,SAR,333696.6,50054.49,383751.09,المالية,1478906033,SA1800440065802612415977
INV-2026-006454,V00677,2025-01-17,SAR,666327.43,99949.11,766276.54,المشتريات,1235365846,SA8404215021417529873836
INV-2026-006455,V00955,2025-08-09,SAR,934166.09,140124.91,1074291.0,ضبط الجودة,1050199247,SA9469823954148243745060
INV-2026-006456,V00737,2025-03-09,SAR,772567.15,115885.07,888452.22,ضبط الجودة,1066125855,SA8658786615387289248702
INV-2026-006457,V01203,2025-12-11,SAR,71282.12,10692.32,81974.44,التشغيل,1766630741,SA4261408653407083333142
INV-2026-006458,V01176,2025-08-06,SAR,548896.34,82334.45,631230.79,إدارة المعرفة,1261088445,SA8313644652934532391610
INV-2026-006459,V00006,2026-03-09,SAR,347852.66,52177.9,400030.56,الخدمات المساندة,1575470594,SA2315882280212009174746
INV-2026-006460,V01214,2026-02-24,SAR,539869.41,80980.41,620849.82,المشتريات,1574750962,SA6848843981457908147102
INV-2026-006461,V00163,2026-05-07,SAR,609167.1,91375.06,700542.16,المشتريات,1218228763,SA6807638011369730460908
INV-2026-006462,V00439,2025-06-22,SAR,485016.82,72752.52,557769.34,الخدمات المساندة,1002224432,SA1150771916368272638880
INV-2026-006463,V00745,2025-03-19,SAR,328878.31,49331.75,378210.06,الموارد البشرية,1992765683,SA2173445888819554021876
INV-2026-006464,V00799,2026-01-17,SAR,947023.24,142053.49,1089076.73,المشتريات,1050314895,SA5615433295059735093459
INV-2026-006465,V00389,2025-09-29,SAR,486614.13,72992.12,559606.25,ضبط الجودة,1567363302,SA6009475348223604806112
INV-2026-006466,V01483,2026-05-21,SAR,534247.88,80137.18,614385.06,المالية,1808405995,SA2206885363943353187384
INV-2026-006467,V01278,2025-10-17,SAR,514443.35,77166.5,591609.85,التشغيل,1149310417,SA8817744993967375112577
INV-2026-006468,V00786,2025-05-11,SAR,847155.58,127073.34,974228.92,الشؤون القانونية,1990025502,SA7270387665100443728139
INV-2026-006469,V01005,2026-05-20,SAR,897695.96,134654.39,1032350.35,الموارد البشرية,1168994893,SA5880367542739177565971
INV-2026-006470,V00463,2025-03-02,SAR,537186.08,80577.91,617763.99,المالية,1271374702,SA2458453803082173624798
INV-2026-006471,V00104,2025-11-26,SAR,308323.1,46248.46,354571.56,الشؤون القانونية,1635954801,SA5594711711204456754624
INV-2026-006472,V00699,2025-06-03,SAR,807468.43,121120.26,928588.69,,1879449930,SA3456590254231869189603
INV-2026-006473,V00241,2025-10-16,SAR,169526.69,25429.0,194955.69,التدقيق الداخلي,1400212187,SA8245071850872387389736
INV-2026-006474,V01189,2026-01-27,SAR,130060.65,19509.1,149569.75,التخطيط والتطوير,1612773760,SA2616777092280799815374
INV-2026-006475,V00493,2025-08-26,SAR,765546.63,114831.99,880378.62,التشغيل,1392902605,SA2223391483816697987972
INV-2026-006476,V00286,2025-05-04,SAR,105561.33,15834.2,121395.53,إدارة المخاطر,1756029680,SA4640132800222662039666
INV-2026-006477,V01101,2026-01-02,SAR,680966.06,102144.91,783110.97,التدقيق الداخلي,1262107715,SA5528438842753732128724
INV-2026-006478,V00398,2026-05-09,SAR,548170.57,82225.59,630396.16,التشغيل,1765389844,SA5903777689338453156846
